Slovenia,New Slovenian open data portal built on CKAN | Joinup,https://joinup.ec.europa.eu/community/osor/news/new-slovenian-open-data-portal-built-ckan,"23 Dec 2016 ... The Slovenian Ministry of Public Administration has launched a new National 
Open Data Portal (OPSI). The portal has been built on CKAN, the ..."
Slovenia,Slovenia launches new Open Data portal - European Data Portal,https://www.europeandataportal.eu/en/news/slovenia-launches-new-open-data-portal,"5 Jan 2017 ... At the end of 2016, the Slovenian Ministry of Public Administration presented 
their new Open Data portal. On this portal, called 'OPSI - Odprti ..."
Slovenia,Transparency and Open Data | Ministry of Public Administration,http://www.mju.gov.si/en/areas_of_work/transparency_and_open_data/,"TRANSPARENCY OF PUBLIC ADMINISTRATION AND OPEN DATA ... The 
Agency of the Republic of Slovenia for Public Legal Records and Related 
Services, ..."
Slovenia,Slovenia | Global Open Data Index by Open Knowledge,http://index.okfn.org/place/slovenia/,"The Global Open Data Index assesses the state of open government data around 
... Slovenia. We do not current have any data for Slovenia. But you can help ..."
Slovenia,Open Data Slovenija - odprti podatki v Sloveniji,https://opendata.si/,"Open data mednarodni projekt je izvedba ideje, da smo za določen sklop 
podatkov lastniki vsi prebivalci države in so posledično podatki skupno dobro, ter 
zato ..."
Slovenia,"Slovenia - Global Open Data Index, 2015 - knoema.com",https://knoema.com/GODI2015/global-open-data-index-2015?location=1001590-slovenia,"Slovenia. The last few years has seen an explosion of activity around open data 
and especially open government data. Following initiatives like data.gov and ..."
Slovenia,Establishment of the National Open Data Portal Slovenia - Bizbox.eu,http://www.bizbox.eu/si/index.php?option=com_content&view=article&id=245:establishment-of-the-national-open-data-portal-slovenia&catid=24&Itemid=238&lang=en,"The Slovenian state is by publishing open data for citizens and businesses laid a 
foundation for the digitization and enable informed decisions, build innovative ..."
Slovenia,Slovenia | Data,http://data.worldbank.org/country/Slovenia,"Slovenia from The World Bank: Data. ... Details. 1960 1980 2000 Billion 25 55 
Slovenia. Population, total. Details. 1960 1980 2000 Million 1.60 2.05 Slovenia."
Slovenia,Mission and objectives | Portal NIO,https://nio.gov.si/nio/cms/page/purpose?lang=en,"With the renewal of the NIO portal in 2013, a new site and central point of the 
Slovenian public administration was established for open data, application and ..."
Slovenia,Open Access in Slovenia : OpenAccess SLOVENIA,http://www.openaccess.si/open-access-in-slovenia/,"The Government of the Republic of Slovenia adopted the National Strategy of 
Open Access to Scientific Publications and Research Data in Slovenia 2015-
2020 ..."
