Guinea-Bissau,Guinea-Bissau | Data,http://data.worldbank.org/country/guinea-bissau,"Guinea-Bissau from The World Bank: Data. ... Details. 1960 1980 2000 Billion 0.1 
1.1 Guinea-Bissau. Population, total. Details. 1960 1980 2000 Million 0.8 1.8 ..."
Guinea-Bissau,Guinea-Bissau - Open Data Inventory - Open Data Watch,http://odin.opendatawatch.com/Report/countryProfile/GNB,"Summary scores are weighted averages across twenty categories and ten 
elements. Scores within categories and elements are weighted equally. 
Categorical ..."
Guinea-Bissau,Guinea-Bissau - Open Data Inventory - Open Data Watch,http://odin.opendatawatch.com/Report/countryProfile/GNB?appConfigId=3,"Data Elements, Social Statistics, Economic Statistics, Environment Statistics, All ... 
44 42 Scores by Data Category Guinea-Bissau Western Africa Low income 0 ..."
Guinea-Bissau,Guinea-Bissau - Global Open Data Index: Survey,http://global.survey.okfn.org/place/gw,"Dataset, Breakdown, Info, Year, Score, Admin. Government Budget. Government 
Spending. Election Results. Company Register. National Maps. National ..."
Guinea-Bissau,"Guinea-Bissau OpenStreetMap Tiles, GeoData and OpenData Maps",https://openmaptiles.com/downloads/guinea-bissau,"Guinea-Bissau Map Tiles. Bounds: -16.9945229, 10.5514215, -13.5348776, 
12.7862384. Downloads. OpenStreetMap Purchase Schema: v3.4. Planet time: ..."
Guinea-Bissau,"Guinea Bissau Socio-Economic Data, 2015 - Djabicunda - Guinea ...",http://guinebissau.opendataforafrica.org/GWSECD2015/guinea-bissau-socio-economic-data-2015?region=1012330-djabicunda&lang=en,"Guinea Bissau Socio-Economic Data, 2015. Djabicunda."
Guinea-Bissau,Guinea Bissau - Labor Force Statistics of Nigeria - Nigeria Data Portal,http://nigeria.opendataforafrica.org/NGLBFRSTAT2016/labor-force-statistics-of-nigeria?country=1000670-guinea-bissau,"Guinea Bissau - Last - Not Applicable · Guinea Bissau - Previous - Not Applicable 
· Guinea Bissau - Highest - Not Applicable · Guinea Bissau - Lowest - Not ..."
Guinea-Bissau,IDA Credit and Grants Guinea Bissau - Datasets - openAFRICA,https://africaopendata.org/dataset/ida-credit-and-grants-guinea-bissau,"19 Mar 2013 ... IDA Credit and Grants Guinea Bissau. The International ... Data are in U.S. 
dollars calculated using historical rates. This dataset contains the ... This dataset 
has no data. Credits · Grants ... License. Other (Open) [Open Data] ..."
Guinea-Bissau,"Free data, statistics, analysis, visualization & sharing - knoema.com",https://knoema.com/,"Knoema is the free to use public and open data platform for users with interests in 
statistics and data analysis, visual storytelling and making infographics and ..."
Guinea-Bissau,Guinea-Bissau - African Development Bank,https://www.afdb.org/en/countries/west-africa/guinea-bissau/,"Since the start of its cooperation with Guinea-Bissau in 1976, the African ... Open 
Data for Guinea-Bissau · Loans & Grants · Procurement · Project Portfolio ..."
