Azerbaijan,Azerbaijan / National Statistics | Global Open Data Index by Open ...,http://index.okfn.org/place/azerbaijan/statistics/,The state of government open data in Azerbaijan for National Statistics in 2015.
Azerbaijan,Azerbaijan / Location datasets | Global Open Data Index by Open ...,http://index.okfn.org/place/azerbaijan/postcodes/,The state of government open data in Azerbaijan for Location datasets in 2015.
Azerbaijan,Azerbaijan / National Map | Global Open Data Index by Open ...,http://index.okfn.org/place/azerbaijan/map/,The state of government open data in Azerbaijan for National Map in 2015.
Azerbaijan,Azerbaijan | Open Government Partnership,https://www.opengovpartnership.org/country/azerbaijan,"Update: Please note that during its May 4, 2016, meeting, the Open Government 
Partnership Steering Committee regretfully resolved that Azerbaijan will be ..."
Azerbaijan,Azerbaijan | Data,http://data.worldbank.org/country/azerbaijan,"Azerbaijan from The World Bank: Data. ... Details. 1960 1980 2000 Billion 10 70 
Azerbaijan. Population, total. Details. 1960 1980 2000 Million 4.0 9.5 Azerbaijan."
Azerbaijan,Azerbaijan - Open Data policy | Extractive Industries Transparency ...,https://eiti.org/document/azerbaijan-open-data-policy,"Azerbaijan - Open Data policy. Attached below is Azerbaijan's open data policy, 
published in December 2016. Attachments: PDF icon open_data_policy_eng."
Azerbaijan,Open Data policy - Azerbaijan | Extractive Industries Transparency ...,https://eiti.org/document/open-data-policy-azerbaijan,"Open Data policy - Azerbaijan. Attachments: PDF icon open_data_policy_eng.
pdf. Extractive Industries Transparency Initiative. Promoting public awareness ..."
Azerbaijan,Home | The State Statistical Committee of the Republic of Azerbaijan,http://www.stat.gov.az/indexen.php,"Regional Workshop on Disseminating Statistical Data for Results held in Tirana, 
... Committee of the Republic of Azerbaijan Sitara Babayeva participated in the ..."
Azerbaijan,Country Profile - Open Data Inventory - Open Data Watch,http://odin.opendatawatch.com/Report/countryProfile/AZE?appConfigId=1,"Summary scores for 2015. Summary scores are weighted averages across 
twenty categories and ten elements. Scores within categories and elements are ..."
Azerbaijan,ODIN Country profile Azerbaijan - Open Data Inventory,http://odin.opendatawatch.com/Report/countryProfile/AZE?appConfigId=3,"Summary scores for 2016. Summary scores are weighted averages across 
twenty categories and ten elements. Scores within categories and elements are ..."
