Malaysia,Portal Data Terbuka Sektor Awam,http://www.data.gov.my/,
Malaysia,open data - Mampu,http://www.mampu.gov.my/ms/open-data,"Dato' Sri/ Dr./ Tuan/Puan untuk mempromosi Portal Data Terbuka Malaysia (http
://data.gov.my) melalui hebahan di dalam portal rasmi kementerian/agensi YBhg
 ..."
Malaysia,Portal Rasmi Open Data Kerajaan Malaysia - Mampu,http://www.mampu.gov.my/en/national/264-portal-rasmi-open-data-kerajaan-malaysia,"Level 6, Block B2 Prime Minister's Department Complex Federal Government 
Administrative Centre 62502 Putrajaya, Malaysia T 603 8000 8000 F 603 8888 ..."
Malaysia,Official Malaysia Open Government Portal — English - Sinar Project,http://sinarproject.org/en/resources/official-malaysia-open-government-portal,"You are here: Home / Resources / Official Malaysia Open Government Portal. Info
. Official Malaysia Open Government Portal. Malaysian Government Open Data ..."
Malaysia,Malaysia NGO/CSO Open Data: Welcome,http://data.sinarproject.org/,"Welcome to Malaysian CSO/NGO contributed open data site. This sites hosts 
open data resources contributed by research work of Malaysian civil society."
Malaysia,How Open is Malaysia Open Data Portal (data.gov.my)? | IOT World,https://iotworld.co/2016/08/20/seriously-how-open-is-our-malaysia-open-data/,"20 Aug 2016 ... What makes data open? Open data is data that is made available by 
organisations, businesses and individuals for anyone to access, use and ..."
Malaysia,About - Open Data Malaysia - Organizations - the Datahub,https://datahub.io/organization/about/open-data-malaysia,"Open Data Malaysia. Open Data Malaysia is to compile Malaysia public data as 
example from data.gov.my. open-data-malaysia ..."
Malaysia,Malaysia to launch new open data portal | GovInsider,https://govinsider.asia/innovation/malaysia-to-launch-new-open-data-portal/,"29 Mar 2016 ... The new website makes it easier for startups and citizens to find the data they 
need. Data is grouped by categories like education, health, ..."
Malaysia,Malaysia | Data,http://data.worldbank.org/country/malaysia,"Malaysia from The World Bank: Data. ... Details. 1960 1980 2000 Billion 50 300 
Malaysia. Population, total. Details. 1960 1980 2000 Million 10 30 Malaysia."
Malaysia,How Malaysia is championing open data | 2015-04-27 | OpenGov,http://www.opengovasia.com/articles/6479-what-malaysias-open-data-champions-do?v=preview,"27 Apr 2015 ... The number of datasets on Malaysia's open data portal has grown over 50 per 
cent just this month. The official leading the country's big data ..."
